,user_id,login_time,login_place,省,市
103207,用户19553,2019-11-22 15:05:34,中国辽宁沈阳,辽宁,沈阳
103208,用户19554,2019-11-22 15:17:34,中国江苏,江苏,
103210,用户19555,2019-11-22 15:40:50,中国四川成都,四川,成都
103213,用户19556,2019-11-22 17:18:10,中国贵州贵阳,贵州,贵阳
103214,用户19557,2019-11-22 17:20:00,中国广东广州,广东,广州
103216,用户19558,2019-11-22 17:21:28,中国福建福州,福建,福州
103218,用户19559,2019-11-22 17:47:40,中国天津,天津,
103221,用户19560,2019-11-22 18:11:25,中国陕西,陕西,
103222,用户19561,2019-11-22 18:24:32,中国山东济南,山东,济南
103223,用户19562,2019-11-22 18:46:10,中国河南,河南,
103224,用户19563,2019-11-22 19:04:10,中国广东广州,广东,广州
103225,用户19564,2019-11-22 19:18:50,中国江苏南京,江苏,南京
103229,用户19565,2019-11-22 19:26:27,中国广东广州,广东,广州
103230,用户19566,2019-11-22 19:40:40,中国江苏南京,江苏,南京
103231,用户19567,2019-11-22 20:07:41,中国江苏南京,江苏,南京
103242,用户19568,2019-11-22 20:55:11,中国北京,北京,
103243,用户19569,2019-11-22 22:00:09,中国河北石家庄,河北,石家庄
103247,用户19570,2019-11-22 23:37:17,中国广东珠海,广东,珠海
103248,用户19571,2019-11-23 00:18:10,中国北京,北京,
103250,用户19572,2019-11-23 00:55:53,中国辽宁大连,辽宁,大连
103251,用户19573,2019-11-23 01:41:15,中国江苏,江苏,
103252,用户19574,2019-11-23 08:22:47,中国江苏,江苏,
103253,用户19575,2019-11-23 09:12:07,中国广东揭阳,广东,揭阳
103254,用户19576,2019-11-23 12:36:08,中国山东青岛,山东,青岛
103255,用户19577,2019-11-23 13:02:47,中国北京,北京,
103256,用户19578,2019-11-23 13:59:24,中国云南昆明,云南,昆明
103257,用户19579,2019-11-23 14:59:51,中国天津,天津,
103258,用户19580,2019-11-23 15:11:48,中国辽宁,辽宁,
103260,用户19581,2019-11-23 15:18:31,中国广东深圳,广东,深圳
103262,用户19582,2019-11-23 15:50:25,中国北京,北京,
103263,用户19583,2019-11-23 16:13:29,中国广东湛江,广东,湛江
103265,用户19584,2019-11-23 16:23:03,中国浙江杭州,浙江,杭州
103266,用户19585,2019-11-23 16:48:34,中国广东,广东,
103267,用户19585,2020-02-17 22:41:42,中国江西南昌,江西,南昌
103270,用户19586,2019-11-23 17:43:53,中国北京,北京,
103271,用户19587,2019-11-23 17:53:04,中国山东济南,山东,济南
103272,用户19588,2019-11-23 19:01:23,中国江苏南京,江苏,南京
103273,用户19589,2019-11-23 21:10:26,中国北京,北京,
103274,用户19589,2019-12-16 23:42:15,中国山西,山西,
103275,用户19590,2019-11-23 21:54:20,中国,,
103276,用户19591,2019-11-23 22:35:21,中国北京,北京,
103277,用户19591,2019-11-25 16:38:47,中国山东济南,山东,济南
103283,用户19592,2019-11-23 22:35:21,中国广东深圳,广东,深圳
103284,用户19593,2019-11-23 23:41:03,中国福建福州,福建,福州
103286,用户19593,2019-12-13 20:22:45,中国,,
103287,用户19594,2019-11-24 08:57:05,中国江苏苏州,江苏,苏州
103291,用户19594,2019-11-25 09:12:52,中国江苏,江苏,
103296,用户19595,2019-11-24 10:00:15,中国江苏盐城,江苏,盐城
103297,用户19596,2019-11-24 11:26:18,中国广东湛江,广东,湛江
103298,用户19596,2020-02-11 15:57:49,中国广东,广东,
103305,用户19596,2020-02-19 13:12:03,中国广东佛山,广东,佛山
103312,用户19596,2020-03-02 09:27:42,中国广东东莞,广东,东莞
103350,用户19597,2019-11-24 11:51:31,中国浙江杭州,浙江,杭州
103352,用户19598,2019-11-24 12:00:38,中国上海,上海,
103353,用户19599,2019-11-24 12:03:06,中国广东佛山,广东,佛山
103356,用户19600,2019-11-24 14:07:04,中国江苏苏州,江苏,苏州
103365,用户19601,2019-11-24 14:21:33,中国上海,上海,
103366,用户19602,2019-11-24 14:25:11,中国北京,北京,
103368,用户19603,2019-11-24 14:27:05,中国安徽淮南,安徽,淮南
103369,用户19604,2019-11-24 15:55:16,中国山东,山东,
103371,用户19605,2019-11-24 16:16:18,中国广东佛山,广东,佛山
103372,用户19606,2019-11-24 16:29:03,中国上海,上海,
103373,用户19607,2019-11-24 16:31:44,中国江苏,江苏,
103374,用户19607,2020-03-04 10:44:58,中国江苏南京,江苏,南京
103375,用户19608,2019-11-24 17:40:01,中国陕西渭南,陕西,渭南
103377,用户19608,2019-11-25 11:08:13,中国陕西西安,陕西,西安
103378,用户19609,2019-11-24 18:01:42,中国湖北武汉,湖北,武汉
103379,用户19610,2019-11-24 18:19:41,中国上海,上海,
103381,用户19611,2019-11-24 18:52:46,中国广东深圳,广东,深圳
103382,用户19612,2019-11-24 19:52:34,中国,,
103383,用户19613,2019-11-24 20:10:56,中国辽宁,辽宁,
103384,用户19614,2019-11-24 20:15:04,中国陕西西安,陕西,西安
103385,用户19615,2019-11-24 20:36:21,中国江苏南京,江苏,南京
103386,用户19616,2019-11-24 20:43:26,中国北京,北京,
103388,用户19617,2019-11-24 21:26:38,中国重庆,重庆,
103436,用户19618,2019-11-24 21:34:19,中国上海,上海,
103437,用户19619,2019-11-24 21:55:21,中国北京,北京,
103438,用户19620,2019-11-24 21:58:23,中国北京,北京,
103439,用户19621,2019-11-24 22:00:07,中国辽宁沈阳,辽宁,沈阳
103446,用户19622,2019-11-24 22:07:43,中国海南三亚,海南,三亚
103447,用户19623,2019-11-24 22:17:43,中国北京,北京,
103448,用户19624,2019-11-24 22:27:15,中国上海,上海,
103449,用户19625,2019-11-24 22:34:05,中国广东深圳,广东,深圳
103450,用户19626,2019-11-24 22:52:01,中国广东广州,广东,广州
103451,用户19627,2019-11-24 23:57:49,中国江苏苏州,江苏,苏州
103452,用户19628,2019-11-25 08:20:27,中国重庆,重庆,
103454,用户19629,2019-11-25 09:06:24,中国北京,北京,
103455,用户19630,2019-11-25 10:54:20,中国广东深圳,广东,深圳
103456,用户19631,2019-11-25 10:56:42,中国上海,上海,
103457,用户19632,2019-11-25 11:28:03,中国广东深圳,广东,深圳
103459,用户19633,2019-11-25 11:31:53,中国北京,北京,
103460,用户19634,2019-11-25 11:38:46,中国湖北武汉,湖北,武汉
103461,用户19635,2019-11-25 11:51:59,中国河北石家庄,河北,石家庄
103467,用户19636,2019-11-25 12:05:35,中国福建厦门,福建,厦门
103468,用户19637,2019-11-25 13:44:28,中国,,
103470,用户19637,2019-11-27 17:37:55,中国广西桂林,广西,桂林
103498,用户19637,2019-12-25 21:08:15,中国广西北海,广西,北海
103509,用户19638,2019-11-25 14:42:51,中国上海,上海,
103510,用户19639,2019-11-25 14:49:45,中国上海,上海,
103511,用户19640,2019-11-25 15:02:50,中国江苏南京,江苏,南京
103512,用户19641,2019-11-25 15:10:35,中国山西太原,山西,太原
103513,用户19642,2019-11-25 15:20:24,中国湖南长沙,湖南,长沙
103515,用户19643,2019-11-25 15:24:47,中国江苏徐州,江苏,徐州
103516,用户19644,2019-11-25 15:50:06,中国广东广州,广东,广州
103517,用户19645,2019-11-25 16:10:28,中国贵州贵阳,贵州,贵阳
103520,用户19645,2020-01-15 22:06:39,中国贵州毕节,贵州,毕节
103574,用户19646,2019-11-25 16:11:52,中国安徽合肥,安徽,合肥
103575,用户19647,2019-11-25 16:13:25,中国贵州贵阳,贵州,贵阳
103577,用户19647,2020-03-18 11:26:51,中国贵州,贵州,
103638,用户19647,2020-06-02 07:11:20,中国贵州六盘水,贵州,六盘水
103642,用户19647,2020-06-14 21:58:39,中国贵州黔东南苗族侗族自治州,贵州,黔东南苗族侗族自治州
103643,用户19648,2019-11-25 16:32:35,中国江苏南京,江苏,南京
103644,用户19649,2019-11-25 16:38:15,中国内蒙古呼和浩特,内蒙古,呼和浩特
103645,用户19650,2019-11-25 16:58:55,中国重庆,重庆,
103646,用户19651,2019-11-25 17:11:17,中国贵州贵阳,贵州,贵阳
103648,用户19651,2020-04-29 17:00:25,中国广东,广东,
103665,用户19651,2020-05-28 09:32:26,中国贵州,贵州,
103672,用户19652,2019-11-25 17:19:14,中国江苏连云港,江苏,连云港
103673,用户19653,2019-11-25 17:22:30,中国贵州贵阳,贵州,贵阳
103674,用户19653,2020-05-05 20:55:59,中国贵州遵义,贵州,遵义
103675,用户19653,2020-05-05 23:52:05,中国贵州铜仁,贵州,铜仁
103695,用户19654,2019-11-25 17:58:24,中国上海,上海,
103698,用户19655,2019-11-25 19:25:14,中国浙江杭州,浙江,杭州
103699,用户19656,2019-11-25 19:34:36,中国广东深圳,广东,深圳
103702,用户19657,2019-11-25 19:36:03,中国江苏,江苏,
103703,用户19658,2019-11-25 19:50:00,中国湖南湘西土家族苗族自治州,湖南,湘西土家族苗族自治州
103708,用户19659,2019-11-25 19:57:39,中国上海,上海,
103709,用户19660,2019-11-25 19:58:59,中国山东济南,山东,济南
103710,用户19661,2019-11-25 20:23:39,中国江苏南京,江苏,南京
103711,用户19662,2019-11-25 20:32:02,中国湖南长沙,湖南,长沙
103712,用户19663,2019-11-25 20:35:45,中国北京,北京,
103713,用户19664,2019-11-25 20:42:54,中国重庆,重庆,
103714,用户19665,2019-11-25 21:00:53,中国河南郑州,河南,郑州
103715,用户19666,2019-11-25 21:03:10,中国江苏南京,江苏,南京
103716,用户19667,2019-11-25 21:16:12,中国江苏徐州,江苏,徐州
103717,用户19668,2019-11-25 21:20:07,中国上海,上海,
103745,用户19669,2019-11-25 21:22:28,中国北京,北京,
103746,用户19670,2019-11-25 21:37:14,中国陕西西安,陕西,西安
103748,用户19671,2019-11-25 22:00:19,中国广东湛江,广东,湛江
103750,用户19672,2019-11-25 22:03:24,中国广东广州,广东,广州
103751,用户19673,2019-11-25 22:21:57,中国北京,北京,
103752,用户19674,2019-11-25 22:46:04,中国广东,广东,
103753,用户19674,2019-11-26 17:20:38,中国广东湛江,广东,湛江
103870,用户19674,2020-04-10 17:24:07,中国广东茂名,广东,茂名
103911,用户19675,2019-11-25 22:51:56,中国陕西西安,陕西,西安
103912,用户19676,2019-11-26 00:21:32,中国香港,香港,
103913,用户19676,2019-11-26 08:41:20,中国湖南长沙,湖南,长沙
103916,用户19677,2019-11-26 00:49:29,中国上海,上海,
103942,用户19679,2019-11-26 08:55:17,中国江苏,江苏,
103944,用户19680,2019-11-26 09:01:22,中国上海,上海,
103945,用户19681,2019-11-26 09:04:40,中国广东湛江,广东,湛江
103946,用户19681,2020-03-02 10:27:15,中国广东茂名,广东,茂名
103998,用户19682,2019-11-26 09:15:21,中国广东深圳,广东,深圳
103999,用户19683,2019-11-26 10:24:10,中国广西桂林,广西,桂林
104000,用户19683,2019-11-26 14:08:11,中国广西,广西,
104005,用户19684,2019-11-26 10:34:51,中国山东,山东,
104006,用户19685,2019-11-26 10:35:32,中国福建福州,福建,福州
104007,用户19686,2019-11-26 10:43:48,中国北京,北京,
104008,用户19687,2019-11-26 11:06:44,中国上海,上海,
104009,用户19688,2019-11-26 11:27:21,中国广东韶关,广东,韶关
104011,用户19689,2019-11-26 11:50:58,中国广东深圳,广东,深圳
104012,用户19690,2019-11-26 13:29:08,中国湖南长沙,湖南,长沙
104016,用户19691,2019-11-26 13:41:53,中国山东淄博,山东,淄博
104020,用户19692,2019-11-26 13:57:30,中国浙江杭州,浙江,杭州
104021,用户19693,2019-11-26 14:19:47,中国上海,上海,
104024,用户19694,2019-11-26 14:27:35,中国安徽合肥,安徽,合肥
104025,用户19695,2019-11-26 14:29:04,中国上海,上海,
104026,用户19696,2019-11-26 14:40:23,中国广东广州,广东,广州
104027,用户19697,2019-11-26 14:44:28,中国江苏南京,江苏,南京
104028,用户19698,2019-11-26 15:44:50,中国福建泉州,福建,泉州
104032,用户19698,2020-02-04 14:42:16,中国福建福州,福建,福州
104034,用户19699,2019-11-26 15:57:35,中国云南,云南,
104035,用户19700,2019-11-26 16:00:36,中国河北石家庄,河北,石家庄
104037,用户19700,2020-02-18 10:43:12,中国黑龙江哈尔滨,黑龙江,哈尔滨
104039,用户19700,2020-02-21 11:08:36,中国黑龙江伊春,黑龙江,伊春
104045,用户19701,2019-11-26 16:19:50,中国广东湛江,广东,湛江
104046,用户19702,2019-11-26 16:20:23,中国四川成都,四川,成都
104050,用户19703,2019-11-26 16:25:03,中国贵州贵阳,贵州,贵阳
104052,用户19703,2020-05-30 09:45:17,中国贵州,贵州,
104053,用户19704,2019-11-26 16:29:09,中国河北石家庄,河北,石家庄
104054,用户19704,2019-11-29 08:17:49,中国河北,河北,
104055,用户19705,2019-11-26 16:32:24,中国河北石家庄,河北,石家庄
104056,用户19706,2019-11-26 16:32:31,中国江苏南京,江苏,南京
104057,用户19707,2019-11-26 16:39:58,中国北京,北京,
104058,用户19708,2019-11-26 17:04:43,中国湖北武汉,湖北,武汉
104059,用户19709,2019-11-26 17:17:29,中国上海,上海,
104060,用户19710,2019-11-26 17:23:38,中国河南郑州,河南,郑州
104062,用户19711,2019-11-26 18:45:38,中国湖北武汉,湖北,武汉
104064,用户19712,2019-11-26 19:25:39,中国湖北,湖北,
104065,用户19712,2019-11-26 23:34:49,中国湖北武汉,湖北,武汉
104067,用户19713,2019-11-26 19:33:40,中国广东广州,广东,广州
104068,用户19714,2019-11-26 19:45:53,中国甘肃兰州,甘肃,兰州
104069,用户19715,2019-11-26 19:53:31,中国四川,四川,
104070,用户19716,2019-11-26 20:20:15,中国上海,上海,
104071,用户19717,2019-11-26 20:31:10,中国湖北,湖北,
104072,用户19718,2019-11-26 20:34:57,中国海南海口,海南,海口
104073,用户19719,2019-11-26 20:39:53,中国江苏镇江,江苏,镇江
104074,用户19720,2019-11-26 20:41:28,中国浙江杭州,浙江,杭州
104075,用户19721,2019-11-26 20:41:43,中国江苏常州,江苏,常州
104076,用户19722,2019-11-26 20:58:41,中国广东深圳,广东,深圳
104090,用户19723,2019-11-26 21:21:41,中国广东湛江,广东,湛江
104100,用户19724,2019-11-26 21:40:05,中国北京,北京,
104101,用户19725,2019-11-26 22:43:25,中国广东广州,广东,广州
104102,用户19726,2019-11-26 22:59:24,中国贵州贵阳,贵州,贵阳
104107,用户19726,2019-12-19 19:45:09,中国贵州,贵州,
104270,用户19726,2020-05-03 12:37:53,中国贵州毕节,贵州,毕节
104398,用户19727,2019-11-27 01:30:54,中国广东湛江,广东,湛江
104399,用户19727,2020-02-11 17:23:38,中国安徽,安徽,
104441,用户19727,2020-04-06 18:17:29,中国安徽马鞍山,安徽,马鞍山
104444,用户19727,2020-04-13 20:53:41,中国安徽合肥,安徽,合肥
104446,用户19728,2019-11-27 08:34:32,中国湖北荆门,湖北,荆门
104447,用户19729,2019-11-27 09:04:10,中国广东湛江,广东,湛江
104449,用户19730,2019-11-27 09:17:21,中国甘肃兰州,甘肃,兰州
104450,用户19731,2019-11-27 09:58:17,中国广西,广西,
104454,用户19731,2019-12-04 10:02:06,中国广西南宁,广西,南宁
104455,用户19731,2020-01-10 14:07:32,中国广东广州,广东,广州
104461,用户19731,2020-04-07 19:28:29,中国广西百色,广西,百色
104477,用户19732,2019-11-27 10:02:41,中国,,
104479,用户19732,2020-03-09 20:02:50,中国安徽,安徽,
104481,用户19733,2019-11-27 10:08:42,中国河北石家庄,河北,石家庄
104490,用户19733,2020-01-28 10:13:33,中国河北保定,河北,保定
104501,用户19734,2019-11-27 10:17:53,中国安徽淮南,安徽,淮南
104502,用户19735,2019-11-27 11:17:37,中国贵州贵阳,贵州,贵阳
104515,用户19736,2019-11-27 11:35:38,中国山东,山东,
104516,用户19736,2019-11-27 13:48:51,中国山东青岛,山东,青岛
104517,用户19737,2019-11-27 13:02:20,中国云南,云南,
104518,用户19738,2019-11-27 14:06:22,中国北京,北京,
104519,用户19739,2019-11-27 14:22:28,中国河南开封,河南,开封
104520,用户19740,2019-11-27 14:49:12,中国湖北武汉,湖北,武汉
104521,用户19741,2019-11-27 15:15:24,中国广西桂林,广西,桂林
104522,用户19742,2019-11-27 15:16:35,中国陕西西安,陕西,西安
104523,用户19743,2019-11-27 15:18:25,中国广东深圳,广东,深圳
104525,用户19744,2019-11-27 15:19:29,中国上海,上海,
104527,用户19745,2019-11-27 15:19:46,中国北京,北京,
104528,用户19746,2019-11-27 15:21:41,中国广西桂林,广西,桂林
104529,用户19747,2019-11-27 15:32:05,中国广东东莞,广东,东莞
104531,用户19748,2019-11-27 15:55:40,中国江苏南京,江苏,南京
104532,用户19749,2019-11-27 16:17:45,中国广西,广西,
104533,用户19750,2019-11-27 16:33:47,中国河北石家庄,河北,石家庄
104534,用户19751,2019-11-27 16:39:27,中国江苏南京,江苏,南京
104535,用户19752,2019-11-27 16:56:47,中国北京,北京,
104537,用户19753,2019-11-27 17:10:17,中国河北沧州,河北,沧州
104538,用户19754,2019-11-27 17:12:44,中国广西桂林,广西,桂林
104539,用户19755,2019-11-27 17:42:09,中国贵州贵阳,贵州,贵阳
104546,用户19755,2020-01-11 22:05:17,中国贵州,贵州,
104613,用户19755,2020-05-26 23:30:04,中国四川成都,四川,成都
104622,用户19755,2020-05-29 22:55:12,中国贵州遵义,贵州,遵义
104635,用户19756,2019-11-27 17:43:03,中国重庆,重庆,
104636,用户19757,2019-11-27 18:04:17,中国上海,上海,
104638,用户19758,2019-11-27 18:07:16,中国安徽阜阳,安徽,阜阳
104640,用户19759,2019-11-27 18:20:30,中国北京,北京,
104641,用户19760,2019-11-27 18:38:02,中国浙江杭州,浙江,杭州
104642,用户19760,2019-11-30 16:08:53,中国浙江,浙江,
104643,用户19761,2019-11-27 19:03:20,中国江苏无锡,江苏,无锡
104645,用户19762,2019-11-27 19:11:40,中国广东广州,广东,广州
104646,用户19762,2019-12-23 19:14:59,中国广东东莞,广东,东莞
104657,用户19763,2019-11-27 19:29:36,中国北京,北京,
104658,用户19764,2019-11-27 19:39:17,中国浙江,浙江,
104659,用户19764,2019-12-13 22:24:28,中国浙江杭州,浙江,杭州
104662,用户19765,2019-11-27 19:54:44,中国陕西,陕西,
104663,用户19765,2019-11-27 21:51:34,中国陕西西安,陕西,西安
104664,用户19765,2020-01-01 14:26:59,中国广东汕头,广东,汕头
104691,用户19766,2019-11-27 20:04:13,中国广东广州,广东,广州
104692,用户19767,2019-11-27 20:11:24,中国陕西,陕西,
104693,用户19768,2019-11-27 20:22:17,中国广西崇左,广西,崇左
104696,用户19768,2019-12-01 19:54:36,中国广西,广西,
104697,用户19769,2019-11-27 20:40:41,中国湖北武汉,湖北,武汉
104698,用户19770,2019-11-27 20:42:21,中国陕西,陕西,
104699,用户19771,2019-11-27 21:17:06,中国上海,上海,
104700,用户19772,2019-11-27 21:24:10,中国安徽合肥,安徽,合肥
104701,用户19773,2019-11-27 22:09:05,中国广西桂林,广西,桂林
104706,用户19773,2020-04-01 17:57:48,中国广西贺州,广西,贺州
104707,用户19774,2019-11-27 22:12:50,中国吉林,吉林,
104709,用户19774,2019-12-17 15:21:23,中国吉林长春,吉林,长春
104710,用户19775,2019-11-27 22:58:33,中国河南焦作,河南,焦作
104711,用户19776,2019-11-27 23:06:56,中国江苏南京,江苏,南京
104712,用户19777,2019-11-27 23:35:56,中国广东广州,广东,广州
104713,用户19778,2019-11-27 23:50:07,中国湖北,湖北,
104714,用户19779,2019-11-28 08:32:41,中国山东济南,山东,济南
104715,用户19780,2019-11-28 09:07:23,中国江苏,江苏,
104716,用户19781,2019-11-28 09:22:51,中国北京,北京,
104717,用户19782,2019-11-28 09:40:54,中国广东广州,广东,广州
104723,用户19782,2019-12-14 23:40:47,中国广东佛山,广东,佛山
104724,用户19782,2020-01-09 23:07:29,中国广东,广东,
104729,用户19782,2020-01-30 22:14:56,中国广东汕头,广东,汕头
104760,用户19783,2019-11-28 09:57:51,中国广东深圳,广东,深圳
104765,用户19783,2020-03-06 06:36:00,中国广东揭阳,广东,揭阳
104766,用户19784,2019-11-28 10:18:37,中国湖北宜昌,湖北,宜昌
104767,用户19785,2019-11-28 10:22:46,中国广东深圳,广东,深圳
104769,用户19786,2019-11-28 10:58:54,中国上海,上海,
104770,用户19787,2019-11-28 11:17:13,中国四川成都,四川,成都
104771,用户19788,2019-11-28 13:27:53,中国上海,上海,
104772,用户19789,2019-11-28 13:32:43,中国湖北,湖北,
104773,用户19790,2019-11-28 14:22:59,中国广东深圳,广东,深圳
104774,用户19791,2019-11-28 14:25:19,中国江苏南京,江苏,南京
104775,用户19792,2019-11-28 14:25:51,中国江苏南京,江苏,南京
104776,用户19793,2019-11-28 15:07:35,中国山东青岛,山东,青岛
104777,用户19794,2019-11-28 15:34:17,中国广西桂林,广西,桂林
104778,用户19795,2019-11-28 15:42:56,中国湖北武汉,湖北,武汉
104779,用户19796,2019-11-28 17:11:49,中国湖北武汉,湖北,武汉
104780,用户19797,2019-11-28 18:46:32,中国北京,北京,
104781,用户19798,2019-11-28 18:57:02,中国北京,北京,
104782,用户19799,2019-11-28 18:57:27,中国四川成都,四川,成都
104783,用户19800,2019-11-28 19:27:36,中国广东广州,广东,广州
104788,用户19801,2019-11-28 19:43:46,中国江苏盐城,江苏,盐城
104789,用户19802,2019-11-28 19:53:58,中国陕西西安,陕西,西安
104790,用户19802,2019-11-28 21:18:45,中国陕西,陕西,
104801,用户19803,2019-11-28 20:00:59,中国陕西西安,陕西,西安
104802,用户19804,2019-11-28 20:08:33,中国广东汕头,广东,汕头
104803,用户19805,2019-11-28 21:11:43,中国陕西,陕西,
104804,用户19806,2019-11-28 21:13:59,中国广东广州,广东,广州
104805,用户19807,2019-11-28 21:37:23,中国河北石家庄,河北,石家庄
104809,用户19808,2019-11-28 22:00:29,中国四川,四川,
104810,用户19808,2020-03-19 15:26:59,中国湖北黄石,湖北,黄石
104811,用户19809,2019-11-28 22:17:25,中国山东青岛,山东,青岛
104812,用户19810,2019-11-28 22:40:43,中国河南郑州,河南,郑州
104813,用户19811,2019-11-28 22:42:04,中国四川成都,四川,成都
104814,用户19812,2019-11-28 22:50:28,中国江苏南京,江苏,南京
104815,用户19812,2019-11-29 11:35:15,中国江苏,江苏,
104816,用户19813,2019-11-28 22:50:30,中国山东青岛,山东,青岛
104817,用户19814,2019-11-28 22:57:12,中国黑龙江,黑龙江,
104818,用户19814,2019-12-01 09:07:23,中国黑龙江哈尔滨,黑龙江,哈尔滨
104819,用户19815,2019-11-28 22:58:30,中国河南商丘,河南,商丘
104820,用户19816,2019-11-28 23:05:56,中国上海,上海,
104821,用户19817,2019-11-28 23:24:29,中国重庆,重庆,
104822,用户19817,2020-01-13 22:59:15,中国河北石家庄,河北,石家庄
104830,用户19818,2019-11-28 23:32:27,中国北京,北京,
104831,用户19819,2019-11-29 00:45:46,中国上海,上海,
104832,用户19820,2019-11-29 05:41:09,中国北京,北京,
104833,用户19822,2019-11-29 08:29:25,中国吉林长春,吉林,长春
104835,用户19823,2019-11-29 08:41:01,中国山东济南,山东,济南
104836,用户19824,2019-11-29 09:18:12,中国广东广州,广东,广州
104837,用户19825,2019-11-29 09:26:12,中国上海,上海,
104838,用户19826,2019-11-29 09:38:24,中国山东青岛,山东,青岛
104839,用户19827,2019-11-29 09:47:09,中国贵州黔南布依族苗族自治州,贵州,黔南布依族苗族自治州
104841,用户19827,2019-12-25 15:42:59,中国贵州,贵州,
104845,用户19827,2019-12-27 08:43:21,中国北京,北京,
104849,用户19828,2019-11-29 10:20:25,中国贵州,贵州,
104851,用户19829,2019-11-29 11:21:30,中国湖南长沙,湖南,长沙
104852,用户19830,2019-11-29 11:35:51,中国贵州黔西南布依族苗族自治州,贵州,黔西南布依族苗族自治州
104853,用户19831,2019-11-29 11:38:25,中国陕西西安,陕西,西安
104854,用户19832,2019-11-29 11:56:51,中国广西来宾,广西,来宾
104857,用户19832,2020-01-06 16:47:40,中国广西南宁,广西,南宁
104859,用户19832,2020-01-08 09:13:47,中国广东广州,广东,广州
104904,用户19833,2019-11-29 12:02:00,中国贵州黔西南布依族苗族自治州,贵州,黔西南布依族苗族自治州
104905,用户19834,2019-11-29 12:16:07,中国天津,天津,
104906,用户19835,2019-11-29 12:23:58,中国黑龙江,黑龙江,
104907,用户19836,2019-11-29 12:24:22,中国安徽合肥,安徽,合肥
104908,用户19837,2019-11-29 12:27:41,中国陕西西安,陕西,西安
104909,用户19838,2019-11-29 12:44:58,中国广东广州,广东,广州
104910,用户19838,2020-02-04 01:51:38,中国广东茂名,广东,茂名
104939,用户19838,2020-02-23 00:08:00,中国广东,广东,
104968,用户19839,2019-11-29 20:02:20,中国湖南,湖南,
104979,用户19840,2019-11-29 13:36:25,中国陕西西安,陕西,西安
104980,用户19840,2019-12-07 16:49:54,中国陕西,陕西,
104981,用户19840,2020-01-14 16:21:47,中国湖北,湖北,
104984,用户19840,2020-02-14 18:42:19,中国陕西宝鸡,陕西,宝鸡
104990,用户19841,2019-11-29 14:23:15,中国河北石家庄,河北,石家庄
104991,用户19842,2019-11-29 14:29:36,中国浙江杭州,浙江,杭州
104992,用户19843,2019-11-29 14:50:03,中国辽宁沈阳,辽宁,沈阳
104993,用户19844,2019-12-02 23:35:46,中国四川泸州,四川,泸州
104999,用户19844,2019-12-20 01:17:35,中国四川成都,四川,成都
105010,用户19845,2019-12-02 09:59:18,中国广东广州,广东,广州
105011,用户19845,2019-12-02 10:39:53,中国陕西西安,陕西,西安
105014,用户19845,2019-12-04 23:40:40,中国陕西渭南,陕西,渭南
105017,用户19845,2019-12-19 22:21:41,中国陕西,陕西,
105025,用户19845,2019-12-28 14:52:26,中国浙江绍兴,浙江,绍兴
105042,用户19845,2020-01-25 19:16:42,中国浙江,浙江,
105114,用户19847,2019-11-29 15:16:13,中国福建厦门,福建,厦门
105115,用户19848,2019-11-29 15:26:49,中国江苏南京,江苏,南京
105117,用户19848,2020-02-04 15:22:34,中国安徽合肥,安徽,合肥
105118,用户19848,2020-02-23 11:49:03,中国安徽宣城,安徽,宣城
105122,用户19848,2020-03-24 15:09:25,中国安徽亳州,安徽,亳州
105123,用户19849,2019-11-29 15:31:55,中国贵州黔西南布依族苗族自治州,贵州,黔西南布依族苗族自治州
105124,用户19850,2019-11-29 15:51:57,中国湖北,湖北,
105125,用户19850,2020-02-19 16:06:11,中国湖北荆州,湖北,荆州
105129,用户19851,2019-11-29 16:35:40,中国贵州黔西南布依族苗族自治州,贵州,黔西南布依族苗族自治州
105130,用户19852,2019-11-29 16:41:59,中国河南信阳,河南,信阳
105131,用户19853,2019-11-29 16:44:56,中国四川德阳,四川,德阳
105135,用户19854,2019-11-29 17:39:53,中国,,
105140,用户19855,2019-11-29 17:45:48,中国广西桂林,广西,桂林
105141,用户19856,2019-11-29 17:45:51,中国江西南昌,江西,南昌
105142,用户19857,2019-11-29 18:37:49,中国广西,广西,
105143,用户19858,2019-11-29 19:12:37,中国广东,广东,
105147,用户19858,2019-12-21 13:07:13,中国广东广州,广东,广州
105154,用户19858,2020-03-21 22:42:44,中国广东江门,广东,江门
105157,用户19859,2019-11-29 19:24:23,中国广东,广东,
105158,用户19860,2019-11-29 21:16:59,中国北京,北京,
105159,用户19861,2019-11-29 21:40:42,中国广西,广西,
105160,用户19861,2020-02-04 14:59:07,中国广西防城港,广西,防城港
105165,用户19861,2020-02-10 18:11:44,中国广西南宁,广西,南宁
105186,用户19862,2019-11-29 21:58:27,中国宁夏,宁夏,
105188,用户19863,2019-11-30 01:57:14,中国广东广州,广东,广州
105189,用户19864,2019-11-30 02:01:17,中国甘肃兰州,甘肃,兰州
105190,用户19865,2019-11-30 08:51:57,中国江苏,江苏,
105192,用户19866,2019-11-30 09:07:54,中国贵州黔西南布依族苗族自治州,贵州,黔西南布依族苗族自治州
105193,用户19867,2019-11-30 09:41:05,中国贵州,贵州,
105194,用户19868,2019-11-30 09:50:52,中国广东广州,广东,广州
105215,用户19868,2020-02-04 13:28:33,中国广东韶关,广东,韶关
